time,date,subj,trial,game_id,cellorder,upper_left,upper_right,lower_left,lower_right,pressedkey,chosen_cells,play
1354785371.783,"2012-12-06 09:16:15",028512,53,2112,0123,"[90, 90]","[70, 60]","[60, 70]","[40, 40]",left,"0,2",NULL
1354785375.866,"2012-12-06 09:16:19",028512,54,2144,3210,"[40, 40]","[60, 10]","[10, 60]","[90, 90]",left,"3,1",NULL
1354785379.773,"2012-12-06 09:16:25",028512,55,1053,3210,"[20, 20]","[80, 30]","[30, 80]","[50, 50]",right,"2,0",NULL
1354785385.864,"2012-12-06 09:16:29",028512,56,4144,0123,"[50, 50]","[10, 20]","[20, 10]","[40, 40]",right,"1,3",NULL
1354785389.505,"2012-12-06 09:16:37",028512,57,2073,0123,"[50, 50]","[70, 60]","[60, 70]","[40, 40]",left,"0,2",NULL
1354785397.595,"2012-12-06 09:16:41",028512,58,1144,1032,"[30, 20]","[50, 50]","[60, 60]","[20, 30]",right,"0,2",NULL
1354785401.537,"2012-12-06 09:16:45",028512,59,3102,0123,"[70, 70]","[30, 60]","[60, 30]","[0, 0]",left,"0,2",NULL
1354785405.252,"2012-12-06 09:18:04",028512,60,3041,0123,"[30, 30]","[30, 60]","[60, 30]","[40, 40]",right,"1,3",NULL
1354785484.998,"2012-12-06 09:18:09",028512,61,1112,2301,"[20, 30]","[0, 0]","[50, 50]","[30, 20]",left,"2,0",NULL
1354785489.28,"2012-12-06 09:18:14",028512,62,4164,2301,"[40, 30]","[40, 40]","[50, 50]","[30, 40]",right,"3,1",NULL
1354785494.354,"2012-12-06 09:18:18",028512,63,1031,2301,"[80, 30]","[60, 60]","[50, 50]","[30, 80]",right,"3,1",NULL
1354796483.402,"2012-12-06 12:21:38",029256,0,1053,3210,"[20, 20]","[80, 30]","[30, 80]","[50, 50]",up,"3,2",NULL
1354796498.796,"2012-12-06 12:21:47",029256,1,3011,3210,"[40, 40]","[60, 30]","[30, 60]","[50, 50]",up,"3,2",NULL
1354796507.495,"2012-12-06 12:21:57",029256,2,1102,1032,"[30, 40]","[50, 50]","[0, 0]","[40, 30]",up,"1,0",NULL
1354796517.619,"2012-12-06 12:22:07",029256,3,3021,3210,"[60, 60]","[60, 30]","[30, 60]","[50, 50]",up,"3,2",NULL
1354796527.125,"2012-12-06 12:22:16",029256,4,3134,0123,"[90, 90]","[30, 60]","[60, 30]","[40, 40]",up,"0,1",NULL
1354796536.49,"2012-12-06 12:22:22",029256,5,1063,2301,"[80, 30]","[0, 0]","[50, 50]","[30, 80]",up,"2,3",NULL
1354796542.906,"2012-12-06 12:22:34",029256,6,2031,3210,"[40, 40]","[60, 10]","[10, 60]","[30, 30]",up,"3,2",NULL
1354796554.172,"2012-12-06 12:22:41",029256,7,1073,2301,"[60, 30]","[0, 0]","[50, 50]","[30, 60]",up,"2,3",NULL
1354796561.636,"2012-12-06 12:22:49",029256,8,1092,3210,"[20, 20]","[40, 30]","[30, 40]","[50, 50]",down,"1,0",NULL
1354796569.393,"2012-12-06 12:22:55",029256,9,2053,3210,"[40, 40]","[60, 50]","[50, 60]","[30, 30]",up,"3,2",NULL
1354799456.092,"2012-12-06 13:11:10",029744,0,1102,0123,"[50, 50]","[30, 40]","[40, 30]","[0, 0]",up,"0,1",NULL
1354799471.013,"2012-12-06 13:11:23",029744,1,2053,3210,"[40, 40]","[60, 50]","[50, 60]","[30, 30]",up,"3,2",NULL
1354799483.386,"2012-12-06 13:11:32",029744,2,2092,2301,"[60, 50]","[40, 40]","[70, 70]","[50, 60]",down,"0,1",NULL
1354799492.476,"2012-12-06 13:11:47",029744,3,1134,0123,"[50, 50]","[30, 20]","[20, 30]","[40, 40]",up,"0,1",NULL
1354799507.573,"2012-12-06 13:12:00",029744,4,4083,3210,"[40, 40]","[60, 50]","[50, 60]","[50, 50]",down,"1,0",NULL
1354799520.721,"2012-12-06 13:12:11",029744,5,3144,2301,"[60, 30]","[60, 60]","[90, 90]","[30, 60]",up,"2,3",NULL
1354799531.811,"2012-12-06 13:12:27",029744,6,4031,1032,"[10, 80]","[50, 50]","[40, 40]","[80, 10]",down,"3,2",NULL
1354799547.666,"2012-12-06 13:12:39",029744,7,4144,3210,"[40, 40]","[20, 10]","[10, 20]","[50, 50]",down,"1,0",NULL
1354799559.489,"2012-12-06 13:12:51",029744,8,4122,1032,"[50, 20]","[50, 50]","[40, 40]","[20, 50]",up,"1,0",NULL
1354799571.996,"2012-12-06 13:13:05",029744,9,4041,1032,"[30, 80]","[50, 50]","[40, 40]","[80, 30]",down,"3,2",NULL
1354799585.937,"2012-12-06 13:17:11",029744,10,2063,1032,"[70, 60]","[30, 30]","[40, 40]","[60, 70]",up,"1,0",NULL
1354799831.225,"2012-12-06 13:17:21",029744,11,2154,3210,"[40, 40]","[60, 10]","[10, 60]","[70, 70]",up,"3,2",NULL
1354799841.798,"2012-12-06 13:17:26",029744,12,4134,0123,"[50, 50]","[30, 20]","[20, 30]","[40, 40]",up,"0,1",NULL
1354799846.947,"2012-12-06 13:17:33",029744,13,3011,3210,"[40, 40]","[60, 30]","[30, 60]","[50, 50]",up,"3,2",NULL
1354799853.196,"2012-12-06 13:17:38",029744,14,1092,3210,"[20, 20]","[40, 30]","[30, 40]","[50, 50]",down,"1,0",NULL
1354799858.412,"2012-12-06 13:17:44",029744,15,2083,1032,"[50, 60]","[50, 50]","[40, 40]","[60, 50]",up,"1,0",NULL
1354799865.046,"2012-12-06 13:17:48",029744,16,4053,2301,"[80, 50]","[40, 40]","[50, 50]","[50, 80]",up,"2,3",NULL
1354799868.76,"2012-12-06 13:17:54",029744,17,4021,1032,"[10, 60]","[50, 50]","[40, 40]","[60, 10]",down,"3,2",NULL
1354799874.333,"2012-12-06 13:17:58",029744,18,3031,1032,"[30, 60]","[30, 30]","[60, 60]","[60, 30]",down,"3,2",NULL
1354799878.751,"2012-12-06 13:18:02",029744,19,3134,3210,"[40, 40]","[60, 30]","[30, 60]","[90, 90]",up,"3,2",NULL
1354802974.175,"2012-12-06 14:10:49",029976,0,2021,0123,"[50, 50]","[10, 60]","[60, 10]","[40, 40]",down,"2,3",NULL
1354803049.111,"2012-12-06 14:10:52",029976,1,2122,0123,"[90, 90]","[50, 60]","[60, 50]","[40, 40]",up,"0,1",NULL
1354803053.036,"2012-12-06 14:10:57",029976,2,4122,1032,"[50, 20]","[50, 50]","[40, 40]","[20, 50]",up,"1,0",NULL
1354803057.118,"2012-12-06 14:11:01",029976,3,1144,0123,"[50, 50]","[30, 20]","[20, 30]","[60, 60]",down,"2,3",NULL
1354803062.0,"2012-12-06 14:11:06",029976,4,4134,1032,"[30, 20]","[50, 50]","[40, 40]","[20, 30]",up,"1,0",NULL
1354803066.241,"2012-12-06 14:11:12",029976,5,2164,1032,"[30, 60]","[70, 70]","[40, 40]","[60, 30]",up,"1,0",NULL
1354803072.624,"2012-12-06 14:11:17",029976,6,1102,2301,"[40, 30]","[0, 0]","[50, 50]","[30, 40]",down,"0,1",NULL
1354803078.014,"2012-12-06 14:11:22",029976,7,4031,2301,"[80, 10]","[40, 40]","[50, 50]","[10, 80]",up,"2,3",NULL
1354803082.513,"2012-12-06 14:11:27",029976,8,1031,0123,"[50, 50]","[30, 80]","[80, 30]","[60, 60]",down,"2,3",NULL
1354803087.988,"2012-12-06 14:11:34",029976,9,4063,3210,"[40, 40]","[80, 70]","[70, 80]","[50, 50]",up,"3,2",NULL
1354803094.955,"2012-12-06 14:12:54",029976,10,3092,3210,"[20, 20]","[60, 30]","[30, 60]","[70, 70]",down,"1,0",NULL
1354803174.172,"2012-12-06 14:12:59",029976,11,4144,2301,"[20, 10]","[40, 40]","[50, 50]","[10, 20]",up,"2,3",NULL
1354803179.939,"2012-12-06 14:13:04",029976,12,4112,1032,"[70, 20]","[50, 50]","[40, 40]","[20, 70]",up,"1,0",NULL
1354803184.712,"2012-12-06 14:13:09",029976,13,3154,3210,"[60, 60]","[60, 30]","[30, 60]","[70, 70]",up,"3,2",NULL
1354803189.294,"2012-12-06 14:13:15",029976,14,1053,3210,"[20, 20]","[80, 30]","[30, 80]","[50, 50]",up,"3,2",NULL
1354803195.744,"2012-12-06 14:13:20",029976,15,1122,2301,"[20, 30]","[20, 20]","[50, 50]","[30, 20]",down,"0,1",NULL
1354803200.859,"2012-12-06 14:13:27",029976,16,2154,2301,"[60, 10]","[40, 40]","[70, 70]","[10, 60]",down,"0,1",NULL
1354803207.941,"2012-12-06 14:13:35",029976,17,4011,3210,"[40, 40]","[60, 30]","[30, 60]","[50, 50]",up,"3,2",NULL
1354803215.416,"2012-12-06 14:13:43",029976,18,3112,3210,"[0, 0]","[60, 30]","[30, 60]","[90, 90]",down,"1,0",NULL
1354803223.464,"2012-12-06 14:13:49",029976,19,1063,1032,"[30, 80]","[50, 50]","[0, 0]","[80, 30]",up,"1,0",NULL
1354803229.897,"2012-12-06 14:14:40",029976,20,3083,2301,"[60, 30]","[20, 20]","[50, 50]","[30, 60]",up,"2,3",NULL
1354803280.621,"2012-12-06 14:14:46",029976,21,2092,1032,"[50, 60]","[70, 70]","[40, 40]","[60, 50]",up,"1,0",NULL
1354803286.927,"2012-12-06 14:14:53",029976,22,1112,1032,"[30, 20]","[50, 50]","[0, 0]","[20, 30]",up,"1,0",NULL
1354803293.552,"2012-12-06 14:14:59",029976,23,1021,2301,"[60, 30]","[60, 60]","[50, 50]","[30, 60]",up,"2,3",NULL
1354803299.617,"2012-12-06 14:15:07",029976,24,2134,3210,"[40, 40]","[60, 30]","[30, 60]","[90, 90]",down,"1,0",NULL
1354803307.375,"2012-12-06 14:15:15",029976,25,3164,3210,"[40, 40]","[60, 30]","[30, 60]","[70, 70]",up,"3,2",NULL
1354803315.874,"2012-12-06 14:15:21",029976,26,2011,1032,"[30, 60]","[50, 50]","[40, 40]","[60, 30]",down,"3,2",NULL
1354803321.822,"2012-12-06 14:15:28",029976,27,1134,2301,"[20, 30]","[40, 40]","[50, 50]","[30, 20]",down,"0,1",NULL
1354803328.704,"2012-12-06 14:15:32",029976,28,2073,3210,"[40, 40]","[60, 70]","[70, 60]","[50, 50]",down,"1,0",NULL
1354803332.612,"2012-12-06 14:15:36",029976,29,4092,3210,"[40, 40]","[40, 50]","[50, 40]","[50, 50]",down,"1,0",NULL
1354803336.76,"2012-12-06 14:16:27",029976,30,4041,2301,"[80, 30]","[40, 40]","[50, 50]","[30, 80]",up,"2,3",NULL
1354803387.085,"2012-12-06 14:16:30",029976,31,2112,2301,"[60, 70]","[40, 40]","[90, 90]","[70, 60]",down,"0,1",NULL
1354803390.977,"2012-12-06 14:16:34",029976,32,3021,0123,"[50, 50]","[30, 60]","[60, 30]","[60, 60]",down,"2,3",NULL
1354803394.734,"2012-12-06 14:16:38",029976,33,3102,3210,"[0, 0]","[60, 30]","[30, 60]","[70, 70]",down,"1,0",NULL
1354803398.276,"2012-12-06 14:16:42",029976,34,4053,2301,"[80, 50]","[40, 40]","[50, 50]","[50, 80]",up,"2,3",NULL
1354803402.583,"2012-12-06 14:16:48",029976,35,1164,2301,"[40, 30]","[40, 40]","[50, 50]","[30, 40]",up,"2,3",NULL
1354803408.699,"2012-12-06 14:16:53",029976,36,3122,0123,"[90, 90]","[30, 60]","[60, 30]","[20, 20]",up,"0,1",NULL
1354803413.997,"2012-12-06 14:16:59",029976,37,2041,1032,"[30, 60]","[30, 30]","[40, 40]","[60, 30]",down,"3,2",NULL
1354803419.239,"2012-12-06 14:17:06",029976,38,1073,3210,"[0, 0]","[60, 30]","[30, 60]","[50, 50]",down,"1,0",NULL
1354803426.77,"2012-12-06 14:17:13",029976,39,3053,3210,"[20, 20]","[60, 30]","[30, 60]","[30, 30]",down,"1,0",NULL
1354803433.369,"2012-12-06 14:18:05",029976,40,2063,3210,"[40, 40]","[60, 70]","[70, 60]","[30, 30]",up,"3,2",NULL
1354803485.101,"2012-12-06 14:18:08",029976,41,4073,2301,"[60, 70]","[40, 40]","[50, 50]","[70, 60]",down,"0,1",NULL
1354803488.925,"2012-12-06 14:18:17",029976,42,1083,2301,"[60, 30]","[20, 20]","[50, 50]","[30, 60]",down,"0,1",NULL
1354803497.465,"2012-12-06 14:18:21",029976,43,2083,3210,"[40, 40]","[60, 50]","[50, 60]","[50, 50]",down,"1,0",NULL
1354803501.408,"2012-12-06 14:18:25",029976,44,4154,2301,"[40, 10]","[40, 40]","[50, 50]","[10, 40]",up,"2,3",NULL
1354803505.957,"2012-12-06 14:18:30",029976,45,3041,2301,"[60, 30]","[40, 40]","[30, 30]","[30, 60]",up,"2,3",NULL
1354803510.247,"2012-12-06 14:18:39",029976,46,1011,3210,"[40, 40]","[60, 30]","[30, 60]","[50, 50]",up,"3,2",NULL
1354803519.787,"2012-12-06 14:18:44",029976,47,2031,2301,"[60, 10]","[40, 40]","[30, 30]","[10, 60]",up,"2,3",NULL
1354803524.551,"2012-12-06 14:18:48",029976,48,3031,1032,"[30, 60]","[30, 30]","[60, 60]","[60, 30]",down,"3,2",NULL
1354803528.375,"2012-12-06 14:18:52",029976,49,4102,0123,"[50, 50]","[70, 40]","[40, 70]","[40, 40]",up,"0,1",NULL
1354803532.125,"2012-12-06 14:19:36",029976,50,3063,2301,"[60, 30]","[0, 0]","[30, 30]","[30, 60]",down,"0,1",NULL
1354803576.827,"2012-12-06 14:19:42",029976,51,4021,3210,"[40, 40]","[60, 10]","[10, 60]","[50, 50]",up,"3,2",NULL
1354803582.359,"2012-12-06 14:19:49",029976,52,4164,0123,"[50, 50]","[30, 40]","[40, 30]","[40, 40]",down,"2,3",NULL
1354803589.641,"2012-12-06 14:19:55",029976,53,3011,3210,"[40, 40]","[60, 30]","[30, 60]","[50, 50]",up,"3,2",NULL
1354803595.657,"2012-12-06 14:20:01",029976,54,3073,1032,"[30, 60]","[50, 50]","[0, 0]","[60, 30]",down,"3,2",NULL
1354803602.007,"2012-12-06 14:20:11",029976,55,1041,1032,"[30, 80]","[50, 50]","[40, 40]","[80, 30]",down,"3,2",NULL
1354803611.511,"2012-12-06 14:20:17",029976,56,3144,1032,"[30, 60]","[90, 90]","[60, 60]","[60, 30]",down,"3,2",NULL
1354803617.978,"2012-12-06 14:20:26",029976,57,4083,1032,"[50, 60]","[50, 50]","[40, 40]","[60, 50]",down,"3,2",NULL
1354803627.041,"2012-12-06 14:20:34",029976,58,2144,3210,"[40, 40]","[60, 10]","[10, 60]","[90, 90]",up,"3,2",NULL
1354803634.474,"2012-12-06 14:20:40",029976,59,1154,3210,"[60, 60]","[40, 30]","[30, 40]","[50, 50]",up,"3,2",NULL
1354803640.633,"2012-12-06 14:21:29",029976,60,1092,2301,"[40, 30]","[20, 20]","[50, 50]","[30, 40]",down,"0,1",NULL
1354803689.715,"2012-12-06 14:21:34",029976,61,2102,3210,"[40, 40]","[60, 70]","[70, 60]","[70, 70]",down,"1,0",NULL
1354803694.798,"2012-12-06 14:21:40",029976,62,3134,0123,"[90, 90]","[30, 60]","[60, 30]","[40, 40]",up,"0,1",NULL
1354803700.847,"2012-12-06 14:21:46",029976,63,2053,3210,"[40, 40]","[60, 50]","[50, 60]","[30, 30]",up,"3,2",NULL
1354806508.829,"2012-12-06 15:09:28",030384,0,4154,1032,"[40, 10]","[50, 50]","[40, 40]","[10, 40]",left,"1,3",NULL
1354806569.015,"2012-12-06 15:09:33",030384,1,2041,2301,"[30, 60]","[40, 40]","[30, 30]","[60, 30]",right,"3,1",NULL
1354806573.213,"2012-12-06 15:09:38",030384,2,3122,1032,"[60, 30]","[90, 90]","[20, 20]","[30, 60]",left,"1,3",NULL
1354806578.096,"2012-12-06 15:09:43",030384,3,2112,1032,"[60, 70]","[90, 90]","[40, 40]","[70, 60]",right,"0,2",NULL
1354806583.929,"2012-12-06 15:09:50",030384,4,2083,1032,"[60, 50]","[50, 50]","[40, 40]","[50, 60]",right,"0,2",NULL
1354806590.311,"2012-12-06 15:09:56",030384,5,3011,1032,"[60, 30]","[50, 50]","[40, 40]","[30, 60]",left,"1,3",NULL
1354806596.959,"2012-12-06 15:10:04",030384,6,3112,2301,"[30, 60]","[0, 0]","[90, 90]","[60, 30]",left,"2,0",NULL
1354806604.75,"2012-12-06 15:10:09",030384,7,1083,3210,"[20, 20]","[30, 60]","[60, 30]","[50, 50]",right,"2,0",NULL
1354806609.55,"2012-12-06 15:10:16",030384,8,2053,3210,"[40, 40]","[50, 60]","[60, 50]","[30, 30]",right,"2,0",NULL
1354806616.298,"2012-12-06 15:10:22",030384,9,1102,3210,"[0, 0]","[30, 40]","[40, 30]","[50, 50]",right,"2,0",NULL
1354806622.771,"2012-12-06 15:11:21",030384,10,3102,0123,"[70, 70]","[60, 30]","[30, 60]","[0, 0]",left,"0,2",NULL
1354806681.778,"2012-12-06 15:11:26",030384,11,4063,0123,"[50, 50]","[80, 70]","[70, 80]","[40, 40]",right,"1,3",NULL
1354806686.294,"2012-12-06 15:11:31",030384,12,4134,2301,"[30, 20]","[40, 40]","[50, 50]","[20, 30]",left,"2,0",NULL
1354806691.66,"2012-12-06 15:11:50",030384,13,4031,2301,"[10, 80]","[40, 40]","[50, 50]","[80, 10]",right,"3,1",NULL
1354806710.24,"2012-12-06 15:11:56",030384,14,4144,0123,"[50, 50]","[20, 10]","[10, 20]","[40, 40]",left,"0,2",NULL
1354806716.998,"2012-12-06 15:12:04",030384,15,1164,3210,"[40, 40]","[30, 40]","[40, 30]","[50, 50]",right,"2,0",NULL
1354806725.02,"2012-12-06 15:12:12",030384,16,3134,3210,"[40, 40]","[30, 60]","[60, 30]","[90, 90]",right,"2,0",NULL
1354806732.12,"2012-12-06 15:12:18",030384,17,2073,0123,"[50, 50]","[60, 70]","[70, 60]","[40, 40]",right,"1,3",NULL
1354806738.644,"2012-12-06 15:12:25",030384,18,3041,1032,"[60, 30]","[30, 30]","[40, 40]","[30, 60]",left,"1,3",NULL
1354806745.592,"2012-12-06 15:12:31",030384,19,3021,1032,"[60, 30]","[50, 50]","[60, 60]","[30, 60]",left,"1,3",NULL
1354806751.983,"2012-12-06 15:13:16",030384,20,1112,0123,"[50, 50]","[20, 30]","[30, 20]","[0, 0]",left,"0,2",NULL
1354806796.467,"2012-12-06 15:13:21",030384,21,4053,1032,"[80, 50]","[50, 50]","[40, 40]","[50, 80]",right,"0,2",NULL
1354806801.317,"2012-12-06 15:13:25",030384,22,1031,1032,"[80, 30]","[50, 50]","[60, 60]","[30, 80]",left,"1,3",NULL
1354806805.833,"2012-12-06 15:13:30",030384,23,1134,0123,"[50, 50]","[20, 30]","[30, 20]","[40, 40]",left,"0,2",NULL
1354806810.223,"2012-12-06 15:13:34",030384,24,4041,1032,"[80, 30]","[50, 50]","[40, 40]","[30, 80]",left,"1,3",NULL
1354806814.646,"2012-12-06 15:13:40",030384,25,1144,2301,"[30, 20]","[60, 60]","[50, 50]","[20, 30]",left,"2,0",NULL
1354806820.937,"2012-12-06 15:13:45",030384,26,4164,3210,"[40, 40]","[30, 40]","[40, 30]","[50, 50]",left,"3,1",NULL
1354806825.279,"2012-12-06 15:13:51",030384,27,1011,1032,"[60, 30]","[50, 50]","[40, 40]","[30, 60]",left,"1,3",NULL
1354806831.594,"2012-12-06 15:13:57",030384,28,2011,1032,"[60, 30]","[50, 50]","[40, 40]","[30, 60]",left,"1,3",NULL
1354806837.675,"2012-12-06 15:14:02",030384,29,2122,1032,"[60, 50]","[90, 90]","[40, 40]","[50, 60]",right,"0,2",NULL
1354806842.759,"2012-12-06 15:14:54",030384,30,2144,3210,"[40, 40]","[10, 60]","[60, 10]","[90, 90]",left,"3,1",NULL
1354806895.034,"2012-12-06 15:14:59",030384,31,2164,3210,"[40, 40]","[30, 60]","[60, 30]","[70, 70]",left,"3,1",NULL
1354806899.749,"2012-12-06 15:15:04",030384,32,2063,0123,"[30, 30]","[60, 70]","[70, 60]","[40, 40]",right,"1,3",NULL
1354806904.582,"2012-12-06 15:15:09",030384,33,4011,2301,"[30, 60]","[40, 40]","[50, 50]","[60, 30]",right,"3,1",NULL
1354806909.439,"2012-12-06 15:15:15",030384,34,1122,0123,"[50, 50]","[20, 30]","[30, 20]","[20, 20]",left,"0,2",NULL
1354806915.954,"2012-12-06 15:15:20",030384,35,3073,1032,"[60, 30]","[50, 50]","[0, 0]","[30, 60]",right,"0,2",NULL
1354806920.812,"2012-12-06 15:15:26",030384,36,3154,0123,"[70, 70]","[60, 30]","[30, 60]","[60, 60]",right,"1,3",NULL
1354806926.477,"2012-12-06 15:15:31",030384,37,3144,3210,"[60, 60]","[30, 60]","[60, 30]","[90, 90]",left,"3,1",NULL
1354806931.835,"2012-12-06 15:15:37",030384,38,1092,2301,"[30, 40]","[20, 20]","[50, 50]","[40, 30]",left,"2,0",NULL
1354806937.708,"2012-12-06 15:15:42",030384,39,1063,2301,"[30, 80]","[0, 0]","[50, 50]","[80, 30]",left,"2,0",NULL
1354806942.725,"2012-12-06 15:16:28",030384,40,3164,2301,"[30, 60]","[40, 40]","[70, 70]","[60, 30]",left,"2,0",NULL
1354806988.175,"2012-12-06 15:16:32",030384,41,2021,3210,"[40, 40]","[10, 60]","[60, 10]","[50, 50]",left,"3,1",NULL
1354806992.515,"2012-12-06 15:16:37",030384,42,3031,1032,"[60, 30]","[30, 30]","[60, 60]","[30, 60]",left,"1,3",NULL
1354806997.731,"2012-12-06 15:16:43",030384,43,3083,3210,"[20, 20]","[30, 60]","[60, 30]","[50, 50]",right,"2,0",NULL
1354807003.94,"2012-12-06 15:16:49",030384,44,2092,0123,"[70, 70]","[60, 50]","[50, 60]","[40, 40]",left,"0,2",NULL
1354807009.331,"2012-12-06 15:16:55",030384,45,2031,1032,"[60, 10]","[30, 30]","[40, 40]","[10, 60]",left,"1,3",NULL
1354807015.995,"2012-12-06 15:17:01",030384,46,4122,2301,"[50, 20]","[40, 40]","[50, 50]","[20, 50]",left,"2,0",NULL
1354807021.811,"2012-12-06 15:17:07",030384,47,4102,1032,"[40, 70]","[50, 50]","[40, 40]","[70, 40]",right,"0,2",NULL
1354807028.042,"2012-12-06 15:17:16",030384,48,2154,3210,"[40, 40]","[10, 60]","[60, 10]","[70, 70]",left,"3,1",NULL
1354807036.542,"2012-12-06 15:17:22",030384,49,3053,1032,"[60, 30]","[30, 30]","[20, 20]","[30, 60]",left,"1,3",NULL
1354807043.033,"2012-12-06 15:18:39",030384,50,3092,0123,"[70, 70]","[60, 30]","[30, 60]","[20, 20]",left,"0,2",NULL
1354807119.327,"2012-12-06 15:18:44",030384,51,2134,2301,"[30, 60]","[40, 40]","[90, 90]","[60, 30]",right,"3,1",NULL
1354807124.667,"2012-12-06 15:18:52",030384,52,1021,2301,"[30, 60]","[60, 60]","[50, 50]","[60, 30]",right,"3,1",NULL
1354807133.034,"2012-12-06 15:18:58",030384,53,4092,3210,"[40, 40]","[50, 40]","[40, 50]","[50, 50]",right,"2,0",NULL
1354807138.986,"2012-12-06 15:19:04",030384,54,4112,1032,"[20, 70]","[50, 50]","[40, 40]","[70, 20]",right,"0,2",NULL
1354807144.601,"2012-12-06 15:19:09",030384,55,4073,3210,"[40, 40]","[70, 60]","[60, 70]","[50, 50]",right,"2,0",NULL
1354807149.692,"2012-12-06 15:19:15",030384,56,1041,0123,"[50, 50]","[80, 30]","[30, 80]","[40, 40]",right,"1,3",NULL
1354807155.697,"2012-12-06 15:19:21",030384,57,1154,0123,"[50, 50]","[40, 30]","[30, 40]","[60, 60]",right,"1,3",NULL
1354807161.607,"2012-12-06 15:19:27",030384,58,4083,3210,"[40, 40]","[50, 60]","[60, 50]","[50, 50]",right,"2,0",NULL
1354807168.031,"2012-12-06 15:19:32",030384,59,2102,3210,"[40, 40]","[70, 60]","[60, 70]","[70, 70]",right,"2,0",NULL
1354807172.489,"2012-12-06 15:20:22",030384,60,3063,3210,"[0, 0]","[30, 60]","[60, 30]","[30, 30]",right,"2,0",NULL
1354807222.435,"2012-12-06 15:20:26",030384,61,4021,2301,"[10, 60]","[40, 40]","[50, 50]","[60, 10]",right,"3,1",NULL
1354807226.767,"2012-12-06 15:20:34",030384,62,1073,2301,"[30, 60]","[0, 0]","[50, 50]","[60, 30]",left,"2,0",NULL
1354807234.228,"2012-12-06 15:20:39",030384,63,1053,0123,"[50, 50]","[80, 30]","[30, 80]","[20, 20]",left,"0,2",NULL
1354809423.972,"2012-12-06 15:57:59",031744,0,2134,3210,"[40, 40]","[30, 60]","[60, 30]","[90, 90]",up,"3,2",NULL
1354809479.273,"2012-12-06 15:58:06",031744,1,3073,0123,"[50, 50]","[60, 30]","[30, 60]","[0, 0]",up,"0,1",NULL
1354809487.063,"2012-12-06 15:58:14",031744,2,2073,3210,"[40, 40]","[70, 60]","[60, 70]","[50, 50]",down,"1,0",NULL
1354809494.34,"2012-12-06 15:58:26",031744,3,4041,2301,"[30, 80]","[40, 40]","[50, 50]","[80, 30]",down,"0,1",NULL
1354809506.455,"2012-12-06 15:58:35",031744,4,2011,1032,"[60, 30]","[50, 50]","[40, 40]","[30, 60]",up,"1,0",NULL
1354809515.904,"2012-12-06 15:58:45",031744,5,4011,3210,"[40, 40]","[30, 60]","[60, 30]","[50, 50]",up,"3,2",NULL
1354809525.785,"2012-12-06 15:58:52",031744,6,2122,3210,"[40, 40]","[50, 60]","[60, 50]","[90, 90]",down,"1,0",NULL
1354809532.534,"2012-12-06 15:59:00",031744,7,1063,0123,"[50, 50]","[80, 30]","[30, 80]","[0, 0]",up,"0,1",NULL
1354809540.637,"2012-12-06 15:59:10",031744,8,3092,1032,"[60, 30]","[70, 70]","[20, 20]","[30, 60]",up,"1,0",NULL
1354809550.081,"2012-12-06 15:59:23",031744,9,2164,1032,"[60, 30]","[70, 70]","[40, 40]","[30, 60]",up,"1,0",NULL
1354809563.378,"2012-12-06 16:00:55",031744,10,2063,0123,"[30, 30]","[60, 70]","[70, 60]","[40, 40]",down,"2,3",NULL
1354809655.146,"2012-12-06 16:01:04",031744,11,3083,1032,"[60, 30]","[50, 50]","[20, 20]","[30, 60]",up,"1,0",NULL
1354809664.416,"2012-12-06 16:01:11",031744,12,3144,3210,"[60, 60]","[30, 60]","[60, 30]","[90, 90]",down,"1,0",NULL
1354809671.485,"2012-12-06 16:01:25",031744,13,2083,0123,"[50, 50]","[60, 50]","[50, 60]","[40, 40]",up,"0,1",NULL
1354809685.241,"2012-12-06 16:01:34",031744,14,4134,2301,"[30, 20]","[40, 40]","[50, 50]","[20, 30]",down,"0,1",NULL
1354809694.147,"2012-12-06 16:01:40",031744,15,1154,0123,"[50, 50]","[40, 30]","[30, 40]","[60, 60]",down,"2,3",NULL
1354809700.949,"2012-12-06 16:01:45",031744,16,3102,2301,"[30, 60]","[0, 0]","[70, 70]","[60, 30]",down,"0,1",NULL
1354809705.326,"2012-12-06 16:01:51",031744,17,1092,0123,"[50, 50]","[40, 30]","[30, 40]","[20, 20]",up,"0,1",NULL
1354809711.219,"2012-12-06 16:01:56",031744,18,1073,3210,"[0, 0]","[30, 60]","[60, 30]","[50, 50]",down,"1,0",NULL
1354809716.393,"2012-12-06 16:02:03",031744,19,4112,3210,"[40, 40]","[70, 20]","[20, 70]","[50, 50]",down,"1,0",NULL
1354809723.323,"2012-12-06 16:03:07",031744,20,2154,2301,"[10, 60]","[40, 40]","[70, 70]","[60, 10]",up,"2,3",NULL
1354809787.898,"2012-12-06 16:03:12",031744,21,4083,3210,"[40, 40]","[50, 60]","[60, 50]","[50, 50]",up,"3,2",NULL
1354809792.78,"2012-12-06 16:03:20",031744,22,1011,3210,"[40, 40]","[30, 60]","[60, 30]","[50, 50]",up,"3,2",NULL
1354809800.854,"2012-12-06 16:03:25",031744,23,4053,2301,"[50, 80]","[40, 40]","[50, 50]","[80, 50]",up,"2,3",NULL
