"expt","sub","trial.no","rt"
"expt 1","031744",8,7610
"expt 1","031744",9,11462
"expt 1","031744",10,4820
"expt 1","031744",11,7178
"expt 1","031744",12,4970
"expt 1","031744",13,11960
"expt 1","031744",14,7113
"expt 1","031744",15,4970
"expt 1","031744",16,2563
"expt 1","031744",17,4090
"expt 1","031744",18,3360
"expt 1","031744",19,5053
"expt 1","031744",20,5120
"expt 1","031744",21,2728
"expt 1","031744",22,6248
"expt 1","031744",23,2945
"expt 1","031744",24,4804
"expt 1","031744",25,3974
"expt 1","031744",26,6049
"expt 1","031744",27,4175
"expt 1","031744",28,4738
"expt 1","031744",29,4754
"expt 1","031744",30,3509
"expt 1","031744",31,3908
"expt 1","031744",32,5751
"expt 1","031744",33,6880
"expt 1","031744",34,14068
"expt 1","031744",35,4273
"expt 1","031744",36,3675
"expt 1","031744",37,5551
"expt 1","031744",38,8291
"expt 1","031744",39,7991
"expt 1","031744",40,10216
"expt 1","031744",41,3359
"expt 1","031744",42,3575
"expt 1","031744",43,3494
"expt 1","031744",44,5335
"expt 1","031744",45,5070
"expt 1","031744",46,4621
"expt 1","031744",47,4306
"expt 1","031744",48,5435
"expt 1","031744",49,5634
"expt 1","031744",50,4090
"expt 1","031744",51,4505
"expt 1","031744",52,5436
"expt 1","031744",53,5071
"expt 1","031744",54,2114
"expt 1","031744",55,2695
"expt 1","031744",56,3276
"expt 1","031744",57,4606
"expt 1","031744",58,4222
"expt 1","031744",59,3775
"expt 1","031744",60,3210
"expt 1","031744",61,2814
"expt 1","031744",62,3841
"expt 1","031744",63,2214
"expt 1","032744",0,2248
"expt 1","032744",1,2131
"expt 1","032744",2,1948
"expt 1","032744",3,2695
"expt 1","032744",4,2463
"expt 1","032744",5,1981
"expt 1","032744",6,2895
"expt 1","032744",7,2281
"expt 1","032744",8,1949
"expt 1","032744",9,1417
"expt 1","032744",10,1849
"expt 1","032744",11,919
"expt 1","032744",12,969
"expt 1","032744",13,869
"expt 1","032744",14,1815
"expt 1","032744",15,2364
"expt 1","032744",16,1650
"expt 1","032744",17,1733
"expt 1","032744",18,1882
"expt 1","032744",19,1567
"expt 1","032744",20,1832
"expt 1","032744",21,1783
"expt 1","032744",22,1782
"expt 1","032744",23,1716
"expt 1","032744",24,1766
"expt 1","032744",25,1700
"expt 1","032744",26,1617
"expt 1","032744",27,2297
"expt 1","032744",28,1883
"expt 1","032744",29,1982
"expt 1","032744",30,1716
"expt 1","032744",31,1732
"expt 1","032744",32,1815
"expt 1","032744",33,1583
"expt 1","032744",34,1716
"expt 1","032744",35,2065
"expt 1","032744",36,1915
"expt 1","032744",37,1633
"expt 1","032744",38,1749
"expt 1","032744",39,1833
"expt 1","032744",40,2446
"expt 1","032744",41,2264
"expt 1","032744",42,2198
"expt 1","032744",43,2148
"expt 1","032744",44,1982
"expt 1","032744",45,2828
"expt 1","032744",46,3110
"expt 1","032744",47,4373
"expt 1","032744",48,2098
"expt 1","032744",49,8125
"expt 1","032744",50,1949
"expt 1","032744",51,2214
"expt 1","032744",52,1899
"expt 1","032744",53,1998
"expt 1","032744",54,2546
"expt 1","032744",55,2695
"expt 1","032744",56,3094
"expt 1","032744",57,1882
"expt 1","032744",58,2098
"expt 1","032744",59,4007
"expt 1","032744",60,2048
"expt 1","032744",61,1218
"expt 1","032744",62,902
"expt 1","032744",63,1218
"expt 1","033744",0,13022
"expt 1","033744",1,23200
"expt 1","033744",2,17223
"expt 1","033744",3,16060
"expt 1","033744",4,15479
"expt 1","033744",5,15114
"expt 1","033744",6,10382
"expt 1","033744",7,14698
"expt 1","033744",8,9802
"expt 1","033744",9,9552
"expt 1","033744",10,15795
"expt 1","033744",11,11761
"expt 1","033744",12,13437
"expt 1","033744",13,7643
"expt 1","033744",14,10897
"expt 1","033744",15,8938
"expt 1","033744",16,8440
"expt 1","033744",17,10781
"expt 1","033744",18,15214
"expt 1","033744",19,14832
"expt 1","033744",20,9286
"expt 1","033744",21,7510
"expt 1","033744",22,8025
"expt 1","033744",23,17886
"expt 1","033744",24,19663
"expt 1","033744",25,12159
"expt 1","033744",26,5501
"expt 1","033744",27,12342
"expt 1","033744",28,11378
"expt 1","033744",29,12657
"expt 1","033744",30,9536
"expt 1","033744",31,8308
"expt 1","033744",32,7012
"expt 1","033744",33,16608
"expt 1","033744",34,15911
"expt 1","033744",35,9320
"expt 1","033744",36,6879
"expt 1","033744",37,3642
"expt 1","033744",38,9387
"expt 1","033744",39,9585
"expt 1","033744",40,5468
"expt 1","033744",41,3144
"expt 1","033744",42,7460
"expt 1","033744",43,6398
"expt 1","033744",44,11162
"expt 1","033744",45,4853
"expt 1","033744",46,6431
"expt 1","033744",47,8008
"expt 1","033744",48,6913
"expt 1","033744",49,3193
"expt 1","033744",50,6514
"expt 1","033744",51,3044
"expt 1","033744",52,3675
"expt 1","033744",53,13952
"expt 1","033744",54,11910
"expt 1","033744",55,13785
"expt 1","033744",56,12840
"expt 1","033744",57,12258
"expt 1","033744",58,3276
"expt 1","033744",59,2629
"expt 1","033744",60,13769
"expt 1","033744",61,3161
"expt 1","033744",62,8755
"expt 1","033744",63,9503
"expt 1","034024",0,19497
"expt 1","034024",1,14103
"expt 1","034024",2,18484
"expt 1","034024",3,11229
"expt 1","034024",4,3526
"expt 1","034024",5,12424
"expt 1","034024",6,6132
"expt 1","034024",7,10067
"expt 1","034024",8,17156
"expt 1","034024",9,10615
"expt 1","034024",10,6763
"expt 1","034024",11,4987
"expt 1","034024",12,19863
"expt 1","034024",13,14583
"expt 1","034024",14,9420
"expt 1","034024",15,8025
"expt 1","034024",16,12043
"expt 1","034024",17,7411
"expt 1","034024",18,10549
"expt 1","034024",19,11595
"expt 1","034024",20,4820
"expt 1","034024",21,2812
"expt 1","034024",22,10498
"expt 1","034024",23,8107
"expt 1","034024",24,2164
"expt 1","034024",25,17987
"expt 1","034024",26,2795
"expt 1","034024",27,3758
"expt 1","034024",28,4521
"expt 1","034024",29,2978
"expt 1","034024",30,5618
"expt 1","034024",31,2363
"expt 1","034024",32,2297
"expt 1","034024",33,3227
"expt 1","034024",34,10466
"expt 1","034024",35,1899
"expt 1","034024",36,3210
"expt 1","034024",37,10549
"expt 1","034024",38,3543
"expt 1","034024",39,2313
"expt 1","034024",40,2480
"expt 1","034024",41,3127
"expt 1","034024",42,2928
"expt 1","034024",43,2181
"expt 1","034024",44,20760
"expt 1","034024",45,3758
"expt 1","034024",46,2347
"expt 1","034024",47,2313
"expt 1","034024",48,3525
"expt 1","034024",49,12873
"expt 1","034024",50,7842
"expt 1","034024",51,2147
"expt 1","034024",52,2978
"expt 1","034024",53,4771
"expt 1","034024",54,2396
"expt 1","034024",55,12392
"expt 1","034024",56,8025
"expt 1","034024",57,2032
"expt 1","034024",58,2015
"expt 1","034024",59,2331
"expt 1","034024",60,1898
"expt 1","034024",61,2646
"expt 1","034024",62,2214
"expt 1","034024",63,2263
"expt 1","035128",0,3940
"expt 1","035128",1,4190
"expt 1","035128",2,3425
"expt 1","035128",3,2396
"expt 1","035128",4,1932
"expt 1","035128",5,13354
"expt 1","035128",6,2679
"expt 1","035128",7,7709
"expt 1","035128",8,13221
"expt 1","035128",9,9336
"expt 1","035128",10,7145
"expt 1","035128",11,8058
"expt 1","035128",12,2894
"expt 1","035128",13,13637
"expt 1","035128",14,2615
"expt 1","035128",15,6896
"expt 1","035128",16,3857
"expt 1","035128",17,17538
"expt 1","035128",18,2447
"expt 1","035128",19,5634
"expt 1","035128",20,5534
"expt 1","035128",21,6598
"expt 1","035128",22,12806
"expt 1","035128",23,2695
"expt 1","035128",24,10615
"expt 1","035128",25,8987
"expt 1","035128",26,4123
"expt 1","035128",27,9486
"expt 1","035128",28,5401
"expt 1","035128",29,9137
"expt 1","035128",30,2861
"expt 1","035128",31,6912
"expt 1","035128",32,4240
"expt 1","035128",33,7860
"expt 1","035128",34,7858
"expt 1","035128",35,4389
"expt 1","035128",36,4588
"expt 1","035128",37,7576
"expt 1","035128",38,4239
"expt 1","035128",39,2662
"expt 1","035128",40,4953
"expt 1","035128",41,7643
"expt 1","035128",42,4438
"expt 1","035128",43,8374
"expt 1","035128",44,12358
"expt 1","035128",45,7095
"expt 1","035128",46,3293
"expt 1","035128",47,5950
"expt 1","035128",48,14168
"expt 1","035128",49,4024
"expt 1","035128",50,2429
"expt 1","035128",51,3742
"expt 1","035128",52,15596
"expt 1","035128",53,4007
"expt 1","035128",54,4472
"expt 1","035128",55,2713
"expt 1","035128",56,3327
"expt 1","035128",57,4323
"expt 1","035128",58,4074
"expt 1","035128",59,3675
"expt 1","035128",60,6862
"expt 1","035128",61,3276
"expt 1","035128",62,2147
"expt 1","035128",63,4422
"expt 1","036104",0,8988
"expt 1","036104",1,16293
"expt 1","036104",2,9320
"expt 1","036104",3,18435
"expt 1","036104",4,11777
"expt 1","036104",5,12524
"expt 1","036104",6,6564
"expt 1","036104",7,14002
"expt 1","036104",8,6431
"expt 1","036104",9,11080
"expt 1","036104",10,9320
"expt 1","036104",11,7760
"expt 1","036104",12,11761
"expt 1","036104",13,9104
"expt 1","036104",14,21423
"expt 1","036104",15,5518
"expt 1","036104",16,19697
"expt 1","036104",17,14948
"expt 1","036104",18,11843
"expt 1","036104",19,5351
"expt 1","036104",20,13686
"expt 1","036104",21,12607
"expt 1","036104",22,9751
"expt 1","036104",23,7660
"expt 1","036104",24,17206
"expt 1","036104",25,5933
"expt 1","036104",26,10349
"expt 1","036104",27,9171
"expt 1","036104",28,18036
"expt 1","036104",29,6249
"expt 1","036104",30,10715
"expt 1","036104",31,5585
"expt 1","036104",32,14118
"expt 1","036104",33,8291
"expt 1","036104",34,5352
"expt 1","036104",35,14483
"expt 1","036104",36,8623
"expt 1","036104",37,20975
"expt 1","036104",38,19962
"expt 1","036104",39,5883
"expt 1","036104",40,6232
"expt 1","036104",41,2745
"expt 1","036104",42,7826
"expt 1","036104",43,11860
"expt 1","036104",44,13852
"expt 1","036104",45,6166
"expt 1","036104",46,6414
"expt 1","036104",47,8690
"expt 1","036104",48,3808
"expt 1","036104",49,10150
"expt 1","036104",50,4655
"expt 1","036104",51,5601
"expt 1","036104",52,3509
"expt 1","036104",53,2562
"expt 1","036104",54,11179
"expt 1","036104",55,10233
"expt 1","036104",56,5269
"expt 1","036104",57,10051
"expt 1","036104",58,10466
"expt 1","036104",59,5983
"expt 1","036104",60,9951
"expt 1","036104",61,12375
"expt 1","036104",62,15280
"expt 1","036104",63,6746
"expt 1","037976",0,22552
"expt 1","037976",1,26405
"expt 1","037976",2,37262
"expt 1","037976",3,23980
"expt 1","037976",4,26604
"expt 1","037976",5,18368
"expt 1","037976",6,23250
"expt 1","037976",7,29757
"expt 1","037976",8,17057
"expt 1","037976",9,16094
"expt 1","037976",10,21008
"expt 1","037976",11,14616
"expt 1","037976",12,17821
"expt 1","037976",13,9353
"expt 1","037976",14,20909
"expt 1","037976",15,12076
"expt 1","037976",16,12475
"expt 1","037976",17,12955
"expt 1","037976",18,8706
"expt 1","037976",19,10814
"expt 1","037976",20,16525
"expt 1","037976",21,13836
"expt 1","037976",22,9021
"expt 1","037976",23,7926
"expt 1","037976",24,10482
"expt 1","037976",25,11594
"expt 1","037976",26,16692
"expt 1","037976",27,9702
"expt 1","037976",28,10433
"expt 1","037976",29,15579
"expt 1","037976",30,7925
"expt 1","037976",31,8075
"expt 1","037976",32,8855
"expt 1","037976",33,10914
"expt 1","037976",34,8556
"expt 1","037976",35,13736
"expt 1","037976",36,8788
"expt 1","037976",37,22967
"expt 1","037976",38,13155
"expt 1","037976",39,11727
"expt 1","037976",40,7261
"expt 1","037976",41,9768
"expt 1","037976",42,10200
"expt 1","037976",43,8506
"expt 1","037976",44,17339
"expt 1","037976",45,6547
"expt 1","037976",46,6082
"expt 1","037976",47,9619
"expt 1","037976",48,22403
"expt 1","037976",49,9851
"expt 1","037976",50,9918
"expt 1","037976",51,8473
"expt 1","037976",52,9486
"expt 1","037976",53,7892
"expt 1","037976",54,7859
"expt 1","037976",55,11927
"expt 1","037976",56,8490
"expt 1","037976",57,11694
"expt 1","037976",58,6647
"expt 1","037976",59,17771
"expt 1","037976",60,8955
"expt 1","037976",61,7892
"expt 1","037976",62,6281
"expt 1","037976",63,14102
"expt 1","038000",0,4173
"expt 1","038000",1,8191
"expt 1","038000",2,4621
"expt 1","038000",3,3609
"expt 1","038000",4,3476
"expt 1","038000",5,2728
"expt 1","038000",6,7959
"expt 1","038000",7,9170
"expt 1","038000",8,6083
"expt 1","038000",9,4521
"expt 1","038000",10,4488
"expt 1","038000",11,3160
"expt 1","038000",12,2977
"expt 1","038000",13,7609
"expt 1","038000",14,4339
"expt 1","038000",15,4671
"expt 1","038000",16,5302
"expt 1","038000",17,2894
"expt 1","038000",18,3094
"expt 1","038000",19,5650
"expt 1","038000",20,2845
"expt 1","038000",21,3310
"expt 1","038000",22,4106
"expt 1","038000",23,3276
"expt 1","038000",24,6033
"expt 1","038000",25,3608
"expt 1","038000",26,5003
"expt 1","038000",27,3210
"expt 1","038000",28,3691
"expt 1","038000",29,5501
"expt 1","038000",30,2977
"expt 1","038000",31,3724
"expt 1","038000",32,2911
"expt 1","038000",33,3376
"expt 1","038000",34,4373
"expt 1","038000",35,3193
"expt 1","038000",36,2696
"expt 1","038000",37,5833
"expt 1","038000",38,3110
"expt 1","038000",39,3990
"expt 1","038000",40,3509
"expt 1","038000",41,4024
"expt 1","038000",42,4206
"expt 1","038000",43,2928
"expt 1","038000",44,5916
"expt 1","038000",45,3077
"expt 1","038000",46,6282
"expt 1","038000",47,4456
"expt 1","038000",48,4588
"expt 1","038000",49,3260
"expt 1","038000",50,2794
"expt 1","038000",51,2879
"expt 1","038000",52,8889
"expt 1","038000",53,8241
"expt 1","038000",54,4140
"expt 1","038000",55,3575
"expt 1","038000",56,6846
"expt 1","038000",57,7460
"expt 1","038000",58,7178
"expt 1","038000",59,6647
"expt 1","038000",60,4040
"expt 1","038000",61,7477
"expt 1","038000",62,7826
"expt 1","038000",63,5883
"expt 1","039744",0,5534
"expt 1","039744",1,3294
"expt 1","039744",2,4987
"expt 1","039744",3,3376
"expt 1","039744",4,2097
"expt 1","039744",5,2131
"expt 1","039744",6,5286
"expt 1","039744",7,3161
"expt 1","039744",8,1766
"expt 1","039744",9,2612
"expt 1","039744",10,2978
"expt 1","039744",11,2396
"expt 1","039744",12,3890
"expt 1","039744",13,2778
"expt 1","039744",14,2297
"expt 1","039744",15,2679
"expt 1","039744",16,2779
"expt 1","039744",17,1882
"expt 1","039744",18,1500
"expt 1","039744",19,6879
"expt 1","039744",20,3593
"expt 1","039744",21,3011
"expt 1","039744",22,3575
"expt 1","039744",23,2214
"expt 1","039744",24,6016
"expt 1","039744",25,2065
"expt 1","039744",26,3974
"expt 1","039744",27,3675
"expt 1","039744",28,5152
"expt 1","039744",29,2977
"expt 1","039744",30,2663
"expt 1","039744",31,4073
"expt 1","039744",32,2894
"expt 1","039744",33,2529
"expt 1","039744",34,3741
"expt 1","039744",35,2015
"expt 1","039744",36,2812
"expt 1","039744",37,3093
"expt 1","039744",38,2580
"expt 1","039744",39,4389
"expt 1","039744",40,3908
"expt 1","039744",41,2562
"expt 1","039744",42,3426
"expt 1","039744",43,1981
"expt 1","039744",44,1965
"expt 1","039744",45,2894
"expt 1","039744",46,2214
"expt 1","039744",47,3045
"expt 1","039744",48,2878
"expt 1","039744",49,2198
"expt 1","039744",50,2862
"expt 1","039744",51,3276
"expt 1","039744",52,3576
"expt 1","039744",53,2928
"expt 1","039744",54,3410
"expt 1","039744",55,2397
"expt 1","039744",56,4754
"expt 1","039744",57,5269
"expt 1","039744",58,1865
"expt 1","039744",59,3559
"expt 1","039744",60,2845
"expt 1","039744",61,2048
"expt 1","039744",62,3775
"expt 1","039744",63,2695
"expt 1","040616",0,4373
"expt 1","040616",1,2862
"expt 1","040616",2,2513
"expt 1","040616",3,2729
"expt 1","040616",4,2961
"expt 1","040616",5,2861
"expt 1","040616",6,3176
"expt 1","040616",7,4688
"expt 1","040616",8,3692
"expt 1","040616",9,4256
"expt 1","040616",10,3692
"expt 1","040616",11,4521
"expt 1","040616",12,5800
"expt 1","040616",13,4306
"expt 1","040616",14,3908
"expt 1","040616",15,4074
"expt 1","040616",16,3443
"expt 1","040616",17,4173
"expt 1","040616",18,4106
"expt 1","040616",19,4090
"expt 1","040616",20,3293
"expt 1","040616",21,2912
"expt 1","040616",22,3309
"expt 1","040616",23,3475
"expt 1","040616",24,5369
"expt 1","040616",25,5452
"expt 1","040616",26,3659
"expt 1","040616",27,4953
"expt 1","040616",28,5717
"expt 1","040616",29,4090
"expt 1","040616",30,3543
"expt 1","040616",31,2546
"expt 1","040616",32,3426
"expt 1","040616",33,2612
"expt 1","040616",34,3592
"expt 1","040616",35,3144
"expt 1","040616",36,4040
"expt 1","040616",37,3343
"expt 1","040616",38,4090
"expt 1","040616",39,2944
"expt 1","040616",40,4190
"expt 1","040616",41,2612
"expt 1","040616",42,2878
"expt 1","040616",43,2330
"expt 1","040616",44,3476
"expt 1","040616",45,2995
"expt 1","040616",46,2795
"expt 1","040616",47,2712
"expt 1","040616",48,3028
"expt 1","040616",49,3974
"expt 1","040616",50,2994
"expt 1","040616",51,2895
"expt 1","040616",52,2596
"expt 1","040616",53,2762
"expt 1","040616",54,2878
"expt 1","040616",55,2928
"expt 1","040616",56,4456
"expt 1","040616",57,2961
"expt 1","040616",58,3310
"expt 1","040616",59,4920
"expt 1","040616",60,3244
"expt 1","040616",61,4987
"expt 1","040616",62,4488
"expt 1","040616",63,2496
"expt 1","041360",0,2247
"expt 1","041360",1,4355
"expt 1","041360",2,4273
"expt 1","041360",3,2082
"expt 1","041360",4,2230
"expt 1","041360",5,4306
"expt 1","041360",6,20012
"expt 1","041360",7,12756
"expt 1","041360",8,21124
"expt 1","041360",9,22104
"expt 1","041360",10,11129
"expt 1","041360",11,9619
"expt 1","041360",12,8971
"expt 1","041360",13,5833
"expt 1","041360",14,10764
"expt 1","041360",15,4969
"expt 1","041360",16,6181
"expt 1","041360",17,5402
"expt 1","041360",18,16077
"expt 1","041360",19,3808
"expt 1","041360",20,6962
"expt 1","041360",21,4588
"expt 1","041360",22,7809
"expt 1","041360",23,6964
"expt 1","041360",24,5236
"expt 1","041360",25,3442
"expt 1","041360",26,13404
"expt 1","041360",27,11196
"expt 1","041360",28,27267
"expt 1","041360",29,8274
"expt 1","041360",30,7261
"expt 1","041360",31,5767
"expt 1","041360",32,6430
"expt 1","041360",33,9037
"expt 1","041360",34,3642
"expt 1","041360",35,6664
"expt 1","041360",36,5019
"expt 1","041360",37,4306
"expt 1","041360",38,8191
"expt 1","041360",39,4771
"expt 1","041360",40,8888
"expt 1","041360",41,12508
"expt 1","041360",42,2828
"expt 1","041360",43,3824
"expt 1","041360",44,4140
"expt 1","041360",45,4057
"expt 1","041360",46,4140
"expt 1","041360",47,8688
"expt 1","041360",48,4754
"expt 1","041360",49,4173
"expt 1","041360",50,5900
"expt 1","041360",51,6962
"expt 1","041360",52,3824
"expt 1","041360",53,5850
"expt 1","041360",54,7593
"expt 1","041360",55,3475
"expt 1","041360",56,3078
"expt 1","041360",57,8407
"expt 1","041360",58,4522
"expt 1","041360",59,6149
"expt 1","041360",60,2596
"expt 1","041360",61,16874
"expt 1","041360",62,17223
"expt 1","041360",63,3775
"expt 1","042720",0,2978
"expt 1","042720",1,4488
"expt 1","042720",2,5518
"expt 1","042720",3,6779
"expt 1","042720",4,5235
"expt 1","042720",5,5286
"expt 1","042720",6,5369
"expt 1","042720",7,5667
"expt 1","042720",8,3808
"expt 1","042720",9,3127
"expt 1","042720",10,4870
"expt 1","042720",11,4771
"expt 1","042720",12,6431
"expt 1","042720",13,6829
"expt 1","042720",14,8971
"expt 1","042720",15,5866
"expt 1","042720",16,8307
"expt 1","042720",17,8606
"expt 1","042720",18,7942
"expt 1","042720",19,3028
"expt 1","042720",20,7443
"expt 1","042720",21,6082
"expt 1","042720",22,7909
"expt 1","042720",23,7046
"expt 1","042720",24,4289
"expt 1","042720",25,9635
"expt 1","042720",26,3924
"expt 1","042720",27,9603
"expt 1","042720",28,3393
"expt 1","042720",29,6132
"expt 1","042720",30,3924
"expt 1","042720",31,7244
"expt 1","042720",32,3260
"expt 1","042720",33,4588
"expt 1","042720",34,9768
"expt 1","042720",35,3276
"expt 1","042720",36,6332
"expt 1","042720",37,3709
"expt 1","042720",38,7527
"expt 1","042720",39,5254
"expt 1","042720",40,2646
"expt 1","042720",41,3509
"expt 1","042720",42,5817
"expt 1","042720",43,5750
"expt 1","042720",44,6116
"expt 1","042720",45,4704
"expt 1","042720",46,3858
"expt 1","042720",47,7676
"expt 1","042720",48,3991
"expt 1","042720",49,4970
"expt 1","042720",50,3758
"expt 1","042720",51,5368
"expt 1","042720",52,2264
"expt 1","042720",53,5169
"expt 1","042720",54,6415
"expt 1","042720",55,7593
"expt 1","042720",56,4738
"expt 1","042720",57,7560
"expt 1","042720",58,7576
"expt 1","042720",59,6763
"expt 1","042720",60,3609
"expt 1","042720",61,3343
"expt 1","042720",62,2778
"expt 1","042720",63,7145
"expt 1","043896",0,14250
"expt 1","043896",1,19231
"expt 1","043896",2,9917
"expt 1","043896",3,14781
"expt 1","043896",4,15513
"expt 1","043896",5,11279
"expt 1","043896",6,6049
"expt 1","043896",7,13387
"expt 1","043896",8,10931
"expt 1","043896",9,5850
"expt 1","043896",10,7461
"expt 1","043896",11,16675
"expt 1","043896",12,6249
"expt 1","043896",13,12424
"expt 1","043896",14,8457
"expt 1","043896",15,15861
"expt 1","043896",16,18966
"expt 1","043896",17,7427
"expt 1","043896",18,7112
"expt 1","043896",19,4372
"expt 1","043896",20,12856
"expt 1","043896",21,8041
"expt 1","043896",22,7726
"expt 1","043896",23,8390
"expt 1","043896",24,15064
"expt 1","043896",25,13222
"expt 1","043896",26,17123
"expt 1","043896",27,8672
"expt 1","043896",28,3675
"expt 1","043896",29,13321
"expt 1","043896",30,11694
"expt 1","043896",31,8905
"expt 1","043896",32,7677
"expt 1","043896",33,7759
"expt 1","043896",34,4737
"expt 1","043896",35,10648
"expt 1","043896",36,10781
"expt 1","043896",37,14582
"expt 1","043896",38,7493
"expt 1","043896",39,10001
"expt 1","043896",40,5120
"expt 1","043896",41,10615
"expt 1","043896",42,5999
"expt 1","043896",43,8921
"expt 1","043896",44,16376
"expt 1","043896",45,10051
"expt 1","043896",46,7909
"expt 1","043896",47,5717
"expt 1","043896",48,4821
"expt 1","043896",49,6414
"expt 1","043896",50,4074
"expt 1","043896",51,15679
"expt 1","043896",52,14849
"expt 1","043896",53,3094
"expt 1","043896",54,5152
"expt 1","043896",55,21822
"expt 1","043896",56,5369
"expt 1","043896",57,4372
"expt 1","043896",58,7527
"expt 1","043896",59,7793
"expt 1","043896",60,7178
"expt 1","043896",61,7975
"expt 1","043896",62,6580
"expt 1","043896",63,3691
"expt 1","044872",0,32796
"expt 1","044872",1,18252
"expt 1","044872",2,13088
"expt 1","044872",3,15280
"expt 1","044872",4,13272
"expt 1","044872",5,10334
"expt 1","044872",6,12839
"expt 1","044872",7,11163
"expt 1","044872",8,18949
"expt 1","044872",9,8407
"expt 1","044872",10,10100
"expt 1","044872",11,19696
"expt 1","044872",12,20510
"expt 1","044872",13,12922
"expt 1","044872",14,19796
"expt 1","044872",15,20642
"expt 1","044872",16,8507
"expt 1","044872",17,15131
"expt 1","044872",18,13255
"expt 1","044872",19,16078
"expt 1","044872",20,7942
"expt 1","044872",21,7876
"expt 1","044872",22,11811
"expt 1","044872",23,7643
"expt 1","044872",24,7825
"expt 1","044872",25,18734
"expt 1","044872",26,5236
"expt 1","044872",27,2380
"expt 1","044872",28,3758
"expt 1","044872",29,7261
"expt 1","044872",30,5452
"expt 1","044872",31,18865
"expt 1","044872",32,4256
"expt 1","044872",33,23947
"expt 1","044872",34,6049
"expt 1","044872",35,6032
"expt 1","044872",36,4970
"expt 1","044872",37,2430
"expt 1","044872",38,2430
"expt 1","044872",39,4721
"expt 1","044872",40,3924
"expt 1","044872",41,2513
"expt 1","044872",42,2595
"expt 1","044872",43,2911
"expt 1","044872",44,2064
"expt 1","044872",45,7128
"expt 1","044872",46,1882
"expt 1","044872",47,2994
"expt 1","044872",48,3659
"expt 1","044872",49,8572
"expt 1","044872",50,2928
"expt 1","044872",51,2115
"expt 1","044872",52,3692
"expt 1","044872",53,3393
"expt 1","044872",54,2446
"expt 1","044872",55,6548
"expt 1","044872",56,6846
"expt 1","044872",57,2148
"expt 1","044872",58,2628
"expt 1","044872",59,2446
"expt 1","044872",60,2214
"expt 1","044872",61,1965
"expt 1","044872",62,2945
"expt 1","044872",63,3957
"expt 1","045256",0,7543
"expt 1","045256",1,6680
"expt 1","045256",2,4671
"expt 1","045256",3,6066
"expt 1","045256",4,4787
"expt 1","045256",5,11677
"expt 1","045256",6,5701
"expt 1","045256",7,6066
"expt 1","045256",8,6248
"expt 1","045256",9,6647
"expt 1","045256",10,4140
"expt 1","045256",11,5202
"expt 1","045256",12,8490
"expt 1","045256",13,8822
"expt 1","045256",14,4356
"expt 1","045256",15,5518
"expt 1","045256",16,6530
"expt 1","045256",17,6132
"expt 1","045256",18,7527
"expt 1","045256",19,11478
"expt 1","045256",20,5252
"expt 1","045256",21,5369
"expt 1","045256",22,6132
"expt 1","045256",23,8074
"expt 1","045256",24,9619
"expt 1","045256",25,10764
"expt 1","045256",26,7776
"expt 1","045256",27,9752
"expt 1","045256",28,5983
"expt 1","045256",29,10083
"expt 1","045256",30,7112
"expt 1","045256",31,6348
"expt 1","045256",32,6847
"expt 1","045256",33,4521
"expt 1","045256",34,6763
"expt 1","045256",35,9304
"expt 1","045256",36,9270
"expt 1","045256",37,8539
"expt 1","045256",38,9602
"expt 1","045256",39,13719
"expt 1","045256",40,5966
"expt 1","045256",41,9553
"expt 1","045256",42,6548
"expt 1","045256",43,4206
"expt 1","045256",44,4156
"expt 1","045256",45,6514
"expt 1","045256",46,6165
"expt 1","045256",47,4173
"expt 1","045256",48,5435
"expt 1","045256",49,9021
"expt 1","045256",50,6348
"expt 1","045256",51,7261
"expt 1","045256",52,7543
"expt 1","045256",53,5933
"expt 1","045256",54,6365
"expt 1","045256",55,9685
"expt 1","045256",56,6979
"expt 1","045256",57,6049
"expt 1","045256",58,8340
"expt 1","045256",59,10034
"expt 1","045256",60,5103
"expt 1","045256",61,6929
"expt 1","045256",62,7444
"expt 1","045256",63,4622
"expt 1","046232",0,51523
"expt 1","046232",1,77357
"expt 1","046232",2,47340
"expt 1","046232",3,35020
"expt 1","046232",4,36250
"expt 1","046232",5,6432
"expt 1","046232",6,3875
"expt 1","046232",7,4423
"expt 1","046232",8,33626
"expt 1","046232",9,5982
"expt 1","046232",10,11711
"expt 1","046232",11,25209
"expt 1","046232",12,26522
"expt 1","046232",13,22420
"expt 1","046232",14,26354
"expt 1","046232",15,19746
"expt 1","046232",16,13222
"expt 1","046232",17,22220
"expt 1","046232",18,6746
"expt 1","046232",19,11926
"expt 1","046232",20,13487
"expt 1","046232",21,31451
"expt 1","046232",22,5102
"expt 1","046232",23,3210
"expt 1","046232",24,3343
"expt 1","046232",25,2829
"expt 1","046232",26,44535
"expt 1","046232",27,22668
"expt 1","046232",28,7344
"expt 1","046232",29,22635
"expt 1","046232",30,6763
"expt 1","046232",31,6978
"expt 1","046232",32,2513
"expt 1","046232",33,4571
"expt 1","046232",34,14566
"expt 1","046232",35,28744
"expt 1","046232",36,47390
"expt 1","046232",37,29293
"expt 1","046232",38,5999
"expt 1","046232",39,27915
"expt 1","046232",40,21340
"expt 1","046232",41,3128
"expt 1","046232",42,2795
"expt 1","046232",43,5136
"expt 1","046232",44,45663
"expt 1","046232",45,7859
"expt 1","046232",46,21738
